"","date.local","location","value","unit","country"
"9090","2022-10-01T04:00:00+02:00","ES1349A",8,"µg/m³","ES"
"9091","2022-10-06T10:00:00+07:00","Chaloem Phrakiat Park Station 80th birthday celebration",12,"µg/m³","TH"
"9092","2022-10-06T10:00:00+07:00","Bu Yai Bai Hall Station",13,"µg/m³","TH"
"9093","2022-10-06T10:00:00+07:00","OTOP Center, Ubon Ratchathani",6,"µg/m³","TH"
"9094","2022-10-06T10:00:00+07:00","Ladphrao District Office, Bangkok",19,"µg/m³","TH"
"9095","2022-10-06T10:00:00+07:00","Seacon Square",31,"µg/m³","TH"
"9096","2022-10-06T10:00:00+07:00","Bangkok University R",13,"µg/m³","TH"
"9097","2022-10-06T10:00:00+07:00","Bank of Ayuthaya Head Office Yan Nawa, Bangkok",30,"µg/m³","TH"
"9098","2022-10-06T10:00:00+07:00","Hat Yai Municipality",11,"µg/m³","TH"
"9099","2022-10-06T10:00:00+07:00","Army Apartment Sam Sen",24,"µg/m³","TH"
"9100","2022-10-06T10:00:00+07:00","Bangkok Noi Train Police Station",26,"µg/m³","TH"
"9101","2022-10-06T10:00:00+07:00","South Bangkok Power",22,"µg/m³","TH"
"9102","2022-10-06T10:00:00+07:00","Chalermprakiet Hospital",8,"µg/m³","LA"
"9103","2022-10-06T10:00:00+07:00","City Hall, Samut Pra",34,"µg/m³","TH"
"9104","2022-10-06T10:00:00+07:00","National Housing Aut",24,"µg/m³","TH"
"9105","2022-10-06T10:00:00+07:00","White Elephant Park",11,"µg/m³","TH"
"9106","2022-10-06T10:00:00+07:00","Odeon Circus",24,"µg/m³","TH"
"9107","2022-10-06T10:00:00+07:00","Chaloem Phrakiat Rama 9 Park Min buri, Bangkok",19,"µg/m³","TH"
"9108","2022-10-06T04:00:00+01:00","Brighton and Hove - Preston Park",8,"µg/m³","GB"
"9109","2022-10-06T04:00:00+01:00","Bromley - Harwood Avenue",12,"µg/m³","GB"
"9110","2022-10-06T04:00:00+01:00","Brent - Ikea",12,"µg/m³","GB"
"9111","2022-10-06T10:00:00+07:00","National Housing Aut",17,"µg/m³","TH"
"9112","2022-10-06T04:00:00+01:00","City of London - Farringdon Street",6,"µg/m³","GB"
"9113","2022-10-06T04:00:00+01:00","Greenwich - Plumstead High Street",2.1,"µg/m³","GB"
"9114","2022-10-06T04:00:00+01:00","Reading - New Town",3,"µg/m³","GB"
"9115","2022-10-06T04:00:00+01:00","Southwark - Tower Bridge Road",5.2,"µg/m³","GB"
"9116","2022-10-06T04:00:00+01:00","Lewisham - New Cross",3,"µg/m³","GB"
"9117","2022-10-06T04:00:00+01:00","Havering - Rainham",5.3,"µg/m³","GB"
"9118","2022-10-06T04:00:00+01:00","Redbridge - Ley Street",-1,"µg/m³","GB"
"9119","2022-10-06T04:00:00+01:00","Newham - Cam Road",9,"µg/m³","GB"
"9120","2022-10-06T04:00:00+01:00","Southwark - Lower Road",5.9,"µg/m³","GB"
"9121","2022-10-06T04:00:00+01:00","Southend-on-Sea AURN",4,"µg/m³","GB"
"9122","2022-10-06T04:00:00+01:00","Newham - Wren Close",9,"µg/m³","GB"
"9123","2022-10-06T04:00:00+01:00","Greenwich - John Harrison Way",4.2,"µg/m³","GB"
"9124","2022-10-06T04:00:00+01:00","Southwark - Elephant and Castle",5.9,"µg/m³","GB"
"9125","2022-10-06T04:00:00+01:00","Lewisham - Deptford",7,"µg/m³","GB"
"9126","2022-10-06T04:00:00+01:00","Southwark - A2 Old Kent Road FIDAS",5.5,"µg/m³","GB"
"9127","2022-10-06T04:00:00+01:00","Greenwich - A206 Burrage Grove",5.5,"µg/m³","GB"
"9128","2022-10-06T04:00:00+01:00","Greenwich - Falconwood",4.4,"µg/m³","GB"
"9129","2022-10-06T04:00:00+01:00","Lewisham - Honor Oak Park",4.9,"µg/m³","GB"
"9130","2022-10-06T04:00:00+01:00","Westminster - Elizabeth Bridge",5,"µg/m³","GB"
"9131","2022-10-06T04:00:00+01:00","Southwark - Vicarage Grove",5,"µg/m³","GB"
"9132","2022-10-06T05:00:00+02:00","Foreshore-NAQI",9,"µg/m³","ZA"
"9133","2022-10-06T04:00:00+01:00","Croydon - Norbury Manor",7,"µg/m³","GB"
"9134","2022-10-06T04:00:00+01:00","Thurrock - Dock Road Tilbury",6,"µg/m³","GB"
"9135","2022-10-06T04:00:00+01:00","Sutton - Beddington Lane north",5,"µg/m³","GB"
"9136","2022-10-06T10:00:00+07:00","Tha phra Intersection",33,"µg/m³","TH"
"9137","2022-10-06T05:00:00+02:00","Khayelitsha CoCT-NAQI",9.567,"µg/m³","ZA"
"9138","2022-10-06T10:00:00+07:00","Health Promotion Hospital Maptaput",15,"µg/m³","TH"
"9139","2022-10-06T10:00:00+07:00","Government Complex, Rayong",10,"µg/m³","TH"
"9140","2022-10-06T05:00:00+02:00","New Germany",20,"µg/m³","ZA"
"9141","2022-10-05T23:00:00-04:00","Rossville-Williams S",11.2,"µg/m³","US"
"9142","2022-10-01T04:00:00+02:00","Janów Lubelski, ul. Okopowa",10.7,"µg/m³","PL"
"9143","2022-10-06T05:00:00+02:00","Ełk, ul. Piłsudskiego",15.1852,"µg/m³","PL"
"9144","2022-10-01T04:00:00+02:00","ES1440A",7,"µg/m³","ES"
"9145","2022-10-06T05:00:00+02:00","Ostróda, ul. Piłsudskiego",20.8567,"µg/m³","PL"
"9146","2022-10-06T13:00:00+10:00","North Maclean",2.2,"µg/m³","AU"
"9147","2022-10-06T05:00:00+02:00","Lębork, ul. Malczewskiego",7.7319,"µg/m³","PL"
"9148","2022-10-06T04:00:00+01:00","IE0132A",6.58,"µg/m³","IE"
"9149","2022-10-05T20:00:00-07:00","Liberty High School",6,"µg/m³","US"
"9150","2022-10-05T21:00:00-06:00","Adams-Birch",9.6,"µg/m³","US"
"9151","2022-10-05T23:00:00-04:00","SPRINGHILL",4.5,"µg/m³","US"
"9152","2022-10-13T19:00:00-04:00","Saint-Faustin-Lac-Ca",3.6,"µg/m³","CA"
"9153","2022-09-30T21:00:00-05:00","SF-USD",9.6,"µg/m³","US"
"9154","2022-10-06T08:30:00+05:30","Motilal Nehru NIT, Prayagraj - UPPCB",0,"µg/m³","IN"
"9155","2022-10-06T08:30:00+05:30","B R Ambedkar University, Lucknow - UPPCB",9.69,"µg/m³","IN"
"9156","2022-10-06T08:30:00+05:30","Jhunsi, Prayagraj - UPPCB",17.2,"µg/m³","IN"
"9157","2022-10-06T08:30:00+05:30","Chandkheda, Ahmedabad - IITM",17,"µg/m³","IN"
"9158","2022-10-06T08:30:00+05:30","Manoharpur, Agra - UPPCB",0,"µg/m³","IN"
"9159","2022-10-05T20:00:00-07:00","Walnut Rec.",6.6,"µg/m³","US"
"9160","2022-10-05T21:00:00-06:00","Lander SLAMS",-1.6,"µg/m³","US"
"9161","2022-10-05T21:00:00-06:00","Rock Springs SLAMS",4.4,"µg/m³","US"
"9162","2022-10-13T16:00:00-07:00","North Phoenix",1.4,"µg/m³","US"
"9163","2022-10-06T05:00:00+02:00","FR03014",9.5,"µg/m³","FR"
"9164","2022-10-06T05:00:00+02:00","FR02041",6.7,"µg/m³","FR"
"9165","2022-10-06T05:00:00+02:00","FR07031",4.1,"µg/m³","FR"
"9166","2022-10-06T08:30:00+05:30","Sector-3B Avas Vikas Colony, Agra - UPPCB",7.8,"µg/m³","IN"
"9167","2022-10-06T05:00:00+02:00","Vågen",4.376667,"µg/m³","NO"
"9168","2022-10-05T21:00:00-06:00","Utah Tech. Center",11.1,"µg/m³","US"
"9169","2022-10-06T08:30:00+05:30","Shastripuram, Agra - UPPCB",0.4,"µg/m³","IN"
"9170","2022-10-05T21:00:00-06:00","Prison Site",3.8,"µg/m³","US"
"9171","2022-10-05T21:00:00-06:00","Harrisville",4.1,"µg/m³","US"
"9172","2022-10-06T08:30:00+05:30","IESD Banaras Hindu University, Varanasi - UPPCB",18.2,"µg/m³","IN"
"9173","2022-10-06T08:30:00+05:30","Bhelupur, Varanasi - UPPCB",16.6,"µg/m³","IN"
"9174","2022-10-06T10:00:00+07:00","Meteorological stations, Sakon Nakhon",7,"µg/m³","TH"
"9175","2022-10-06T10:00:00+07:00","Nong Prajak Public Park, Udon Thani",8,"µg/m³","TH"
"9176","2022-10-06T10:00:00+07:00","72nd Anniversary King Bhumibol Public Park, Uttaradit",9,"µg/m³","TH"
"9177","2022-10-06T10:00:00+07:00","Polytechnic College, Trang",9,"µg/m³","TH"
"9178","2022-10-13T19:00:00-04:00","Narragansett",0,"µg/m³","US"
"9179","2022-10-01T04:00:00+02:00","Vahl skole",4.8,"µg/m³","NO"
"9180","2022-10-05T21:00:00-06:00","Gillette SLAMS",6.8,"µg/m³","US"
"9181","2022-10-06T08:30:00+05:30","Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",7.2,"µg/m³","IN"
"9182","2022-10-06T05:00:00+02:00","Springs-NAQI",26.714,"µg/m³","ZA"
"9183","2022-10-05T20:00:00-07:00","Modesto - 14th Stree",12,"µg/m³","US"
"9184","2022-10-06T05:00:00+02:00","North West University Vaal campus",44.326,"µg/m³","ZA"
"9185","2022-10-06T08:30:00+05:30","Maldahiya, Varanasi - UPPCB",8.75,"µg/m³","IN"
"9186","2022-10-06T06:00:00+03:00","RO0065A",12.68028013,"µg/m³","RO"
"9187","2022-10-06T06:00:00+03:00","RO0072A",17.25231531,"µg/m³","RO"
"9188","2022-10-06T06:00:00+03:00","RO0071A",6.81040765,"µg/m³","RO"
"9189","2022-10-06T08:30:00+05:30","NSI Kalyanpur, Kanpur - UPPCB",6.4,"µg/m³","IN"
"9190","2022-10-06T08:30:00+05:30","Kukrail Picnic Spot-1, Lucknow - UPPCB",13.01,"µg/m³","IN"
"9191","2022-10-05T21:00:00-06:00","Kemmerer Mobile",-2,"µg/m³","US"
"9192","2022-10-01T03:00:00+01:00","Portsmouth Background AURN",8,"µg/m³","GB"
"9193","2022-10-05T23:00:00-04:00","Toms River",3,"µg/m³","US"
"9194","2022-10-06T08:30:00+05:30","Gandak Colony, Motihari - BSPCB",11,"µg/m³","IN"
"9195","2022-10-06T08:30:00+05:30","Nagla Bhau, Firozabad - UPPCB",6.92,"µg/m³","IN"
"9196","2022-10-06T08:30:00+05:30","Kamalnath Nagar, Bettiah - BSPCB",8,"µg/m³","IN"
"9197","2022-10-06T08:30:00+05:30","Town Hall - Lal Bagh, Darbhanga - BSPCB",2,"µg/m³","IN"
"9198","2022-10-05T23:00:00-04:00","Rochester Near-road",8.4,"µg/m³","US"
"9199","2022-10-06T13:00:00+10:00","Ayr",4.9,"µg/m³","AU"
"9200","2022-10-05T20:00:00-07:00","Brawley - 220 Main S",4.9,"µg/m³","US"
"9201","2022-10-05T20:00:00-07:00","Kitimat Haul Road",6,"µg/m³","CA"
"9202","2022-10-05T20:00:00-07:00","Smithers Muheim Memo",16.2,"µg/m³","CA"
"9203","2022-10-05T20:00:00-07:00","Kelowna KLO Road",14.9,"µg/m³","CA"
"9204","2022-10-01T04:00:00+02:00","FR02013",3.4,"µg/m³","FR"
"9205","2022-10-05T20:00:00-07:00","Bakersfield - Golden",20,"µg/m³","US"
"9206","2022-10-05T20:00:00-07:00","Merced-M St",12.9,"µg/m³","US"
"9207","2022-10-05T23:00:00-04:00","Strongstown",5.2,"µg/m³","US"
"9208","2022-10-06T05:00:00+02:00","E18 Høvik kirke",0.1,"µg/m³","NO"
"9209","2022-10-06T14:00:00+11:00","St Albans",0.46,"µg/m³","AU"
"9210","2022-10-06T14:00:00+11:00","Kealba",0.12,"µg/m³","AU"
"9211","2022-10-05T22:00:00-05:00","Blair Street",7.1,"µg/m³","US"
"9212","2022-10-05T23:00:00-04:00","Rumford",4,"µg/m³","US"
"9213","2022-10-06T05:00:00+02:00","Nakło nad Notecią, ul. Św. Wawrzyńca",11,"µg/m³","PL"
"9214","2022-10-05T20:00:00-07:00","Springfield City Hal",7.9,"µg/m³","US"
"9215","2022-10-05T20:00:00-07:00","Brewster Mobile",15.9,"µg/m³","US"
"9216","2022-10-05T21:00:00-06:00","Laramie SLAMS",0.7,"µg/m³","US"
"9217","2022-10-05T20:00:00-07:00","Cashmere Mobile",70,"µg/m³","US"
"9218","2022-10-05T20:00:00-07:00","Corcoran",24,"µg/m³","US"
"9219","2022-10-06T14:00:00+11:00","Spotswood",1.2,"µg/m³","AU"
"9220","2022-10-05T22:00:00-05:00","East Chicago - Marin",10.3,"µg/m³","US"
"9221","2022-10-06T14:00:00+11:00","Latrobe",1,"µg/m³","AU"
"9222","2022-10-06T14:00:00+11:00","Queenstown",0,"µg/m³","AU"
"9223","2022-10-06T11:00:00+08:00","Southern",6.4,"µg/m³","CN"
"9224","2022-10-06T11:00:00+08:00","North",6.3,"µg/m³","CN"
"9225","2022-10-06T00:00:00-03:00","Paulínia-Sta Terezinha",17,"µg/m³","BR"
"9226","2022-10-06T08:30:00+05:30","Omex Eternity, Vrindavan - UPPCB",5.46,"µg/m³","IN"
"9227","2022-10-06T08:30:00+05:30","Nagar Nigam, Prayagraj - UPPCB",22.08,"µg/m³","IN"
"9228","2022-10-06T08:30:00+05:30","Sector 22, Chandigarh - CPCC",53,"µg/m³","IN"
"9229","2022-10-06T08:00:00+05:00","Islamabad",49,"µg/m³","PK"
"9230","2022-10-05T20:00:00-07:00","Portland SE 12th and",11.8,"µg/m³","US"
"9231","2022-10-05T20:00:00-07:00","Portland McDaniel Hi",13.7,"µg/m³","US"
"9232","2022-10-05T21:00:00-06:00","Miles City",14.2,"µg/m³","US"
"9233","2016-01-30T02:00:00+00:00","London Bloomsbury",3,"µg/m³","GB"
"9234","2016-01-30T02:00:00+00:00","Camden Kerbside",5,"µg/m³","GB"
"9235","2016-01-30T02:00:00+00:00","Bexley - Slade Green",2,"µg/m³","GB"
"9236","2016-01-30T02:00:00+00:00","London Teddington Bushy Park",1,"µg/m³","GB"
"9237","2016-01-29T20:00:00-06:00","Houston Deer Park C3",19,"µg/m³","US"
"9238","2016-01-30T03:00:00+01:00","Botlek-Spoortunnel",-999,"µg/m³","NL"
"9239","2016-01-29T23:00:00-03:00","Los Ángeles Oriente",46.13,"µg/m³","CL"
"9240","2016-01-29T23:00:00-03:00","Quilicura",14,"µg/m³","CL"
"9241","2016-01-29T23:00:00-03:00","Puren",12.26,"µg/m³","CL"
"9242","2016-01-29T23:00:00-03:00","Museo Ferroviario",1,"µg/m³","CL"
"9243","2022-10-06T13:00:00+10:00","Deagon",2.5,"µg/m³","AU"
"9244","2016-01-29T23:00:00-03:00","Parque O'Higgins",9,"µg/m³","CL"
"9245","2016-01-29T23:00:00-03:00","Punta Arenas",1,"µg/m³","CL"
"9246","2016-01-29T23:00:00-03:00","Huasco Sivica",1,"µg/m³","CL"
"9247","2016-01-29T23:00:00-03:00","Las Encinas Temuco",1,"µg/m³","CL"
"9248","2016-01-29T23:00:00-03:00","La Serena",12.71,"µg/m³","CL"
"9249","2022-10-06T08:30:00+05:30","FTI Kidwai Nagar, Kanpur - UPPCB",11.47,"µg/m³","IN"
"9250","2022-10-05T20:00:00-07:00","Fresno-Foundry Park",14,"µg/m³","US"
"9251","2022-10-05T20:00:00-07:00","MMCA82003",1.8,"µg/m³","US"
"9252","2016-01-29T23:00:00-03:00","Copiapo Sivica",10.7,"µg/m³","CL"
"9253","2016-01-29T23:00:00-03:00","INIA, Chillán",19.46,"µg/m³","CL"
"9254","2016-01-30T10:00:00+08:00","Bukhiin urguu",214.75,"µg/m³","MN"
"9255","2016-01-29T23:00:00-03:00","Sierra Gorda ",16,"µg/m³","CL"
"9256","2016-01-29T23:00:00-03:00","Rancagua II",11.42,"µg/m³","CL"
"9257","2022-10-06T08:30:00+05:30","Shahjahan Garden, Agra - UPPCB",6,"µg/m³","IN"
"9258","2016-01-29T23:00:00-03:00","Coyhaique II",28.15,"µg/m³","CL"
"9259","2016-01-29T23:00:00-03:00","Universidad de Talca",4.086,"µg/m³","CL"
"9260","2016-01-29T23:00:00-03:00","Viña del Mar",23.52,"µg/m³","CL"
"9261","2016-01-29T23:00:00-03:00","Valdivia",11.55,"µg/m³","CL"
"9262","2016-01-29T23:00:00-03:00","Rancagua I",1,"µg/m³","CL"
"9263","2016-01-29T23:00:00-03:00","La Florida",21,"µg/m³","CL"
"9264","2016-01-29T23:00:00-03:00","Antofagasta",1,"µg/m³","CL"
"9265","2016-01-29T23:00:00-03:00","U.C. Maule",10.2,"µg/m³","CL"
"9266","2016-01-29T23:00:00-03:00","Talagante",6.3,"µg/m³","CL"
"9267","2016-01-29T23:00:00-03:00","Cerrillos",10,"µg/m³","CL"
"9268","2016-01-29T23:00:00-03:00","Cerro Navia",11,"µg/m³","CL"
"9269","2016-01-29T23:00:00-03:00","Coyhaique",20.99,"µg/m³","CL"
"9270","2016-01-29T23:00:00-03:00","Curicó",8.1,"µg/m³","CL"
"9271","2016-01-29T23:00:00-03:00","Independencia",10,"µg/m³","CL"
"9272","2022-10-06T05:00:00+02:00","Banja Luka",19.7,"µg/m³","BA"
"9273","2016-01-29T23:00:00-03:00","Osorno",2.826,"µg/m³","CL"
"9274","2016-01-29T23:00:00-03:00","El Bosque",23,"µg/m³","CL"
"9275","2016-01-29T23:00:00-03:00","Quilpue",6.119,"µg/m³","CL"
"9276","2016-01-29T23:00:00-03:00","Puente Alto",17,"µg/m³","CL"
"9277","2016-01-29T23:00:00-03:00","Pudahuel",14,"µg/m³","CL"
"9278","2016-01-30T03:00:00+01:00","Utrecht-Griftpark",10.1200795833333,"µg/m³","NL"
"9279","2022-10-06T04:00:00+01:00","Newham - Britannia Gate",6,"µg/m³","GB"
"9280","2016-01-30T03:00:00+01:00","Utrecht-Kardinaal de Jongweg",5.6206225,"µg/m³","NL"
"9281","2016-01-30T03:00:00+01:00","Breukelen-Snelweg",4.64745333333333,"µg/m³","NL"
"9282","2016-01-30T03:00:00+01:00","Breda-Tilburgseweg",4.19757208333333,"µg/m³","NL"
"9283","2016-01-30T03:00:00+01:00","Breda-Bastenakenstraat",3.99926791666667,"µg/m³","NL"
"9284","2022-10-05T23:00:00-04:00","Laval - Chomedey",9.7,"µg/m³","CA"
"9285","2022-10-05T23:00:00-04:00","Longueuil",10.8,"µg/m³","CA"
"9286","2022-10-05T23:00:00-04:00","La Patrie - Ditton",3.7,"µg/m³","CA"
"9287","2022-10-05T23:00:00-04:00","Notre-Dame-du-Rosair",6.2,"µg/m³","CA"
"9288","2022-10-05T23:00:00-04:00","R�s. Faun. Ashuapmus",5.5,"µg/m³","CA"
"9289","2022-10-05T23:00:00-04:00","Brossard - Parc Sorb",9.8,"µg/m³","CA"
"9290","2022-10-05T23:00:00-04:00","Qu�bec - Vieux-Limoi",14.4,"µg/m³","CA"
"9291","2022-10-05T23:00:00-04:00","Tingwick",12.1,"µg/m³","CA"
"9292","2022-10-05T23:00:00-04:00","Parc de la Gatineau",6.2,"µg/m³","CA"
"9293","2022-10-05T23:00:00-04:00","Qu�bec - Coll�ge St-",12.3,"µg/m³","CA"
"9294","2022-10-05T23:00:00-04:00","Saint-Simon",13.7,"µg/m³","CA"
"9295","2022-10-05T23:00:00-04:00","Rouyn-Noranda - Parc",5.1,"µg/m³","CA"
"9296","2022-10-05T23:00:00-04:00","Charette",9.3,"µg/m³","CA"
"9297","2022-10-05T23:00:00-04:00","Saint-Anicet",10.8,"µg/m³","CA"
"9298","2022-10-05T23:00:00-04:00","Deschambault",8.1,"µg/m³","CA"
"9299","2022-10-05T23:00:00-04:00","Gatineau - Hull",10.3,"µg/m³","CA"
"9300","2022-10-05T23:00:00-04:00","Mont-Saint-Michel",6.2,"µg/m³","CA"
"9301","2022-10-05T23:00:00-04:00","Terrebonne - Parc Va",16.5,"µg/m³","CA"
"9302","2022-10-05T23:00:00-04:00","Trois-Rivi�res - Cap",29.9,"µg/m³","CA"
"9303","2022-10-05T23:00:00-04:00","Shawinigan - Saint-M",11.4,"µg/m³","CA"
"9304","2022-10-05T23:00:00-04:00","Radisson",3.9,"µg/m³","CA"
"9305","2022-10-05T23:00:00-04:00","Auclair",3.2,"µg/m³","CA"
"9306","2022-10-05T23:00:00-04:00","Saguenay - UQAC",6.2,"µg/m³","CA"
"9307","2022-10-05T23:00:00-04:00","L�vis - Parc Georges",16.7,"µg/m³","CA"
"9308","2022-10-05T23:00:00-04:00","Senneterre",6,"µg/m³","CA"
"9309","2022-10-05T23:00:00-04:00","Saint-Jean-sur-Riche",10.2,"µg/m³","CA"
"9310","2022-10-05T23:00:00-04:00","Qu�bec - Charlesbour",8.7,"µg/m³","CA"
"9311","2022-10-05T23:00:00-04:00","Temiscaming",9,"µg/m³","CA"
"9312","2022-10-05T20:00:00-07:00","Burns Lake Fire Cent",15.6,"µg/m³","CA"
"9313","2022-10-05T20:00:00-07:00","Valemount",25.3,"µg/m³","CA"
"9314","2022-10-05T21:00:00-06:00","Golden Helipad",18.4,"µg/m³","CA"
"9315","2022-10-05T23:00:00-04:00","Carthage",12.3,"µg/m³","US"
"9316","2022-10-05T23:00:00-04:00","Lower Price Hill",9.6,"µg/m³","US"
"9317","2022-10-05T23:00:00-04:00","Youngstown State",10.2,"µg/m³","US"
"9318","2022-10-06T10:00:00+07:00","Phetbura garden",9,"µg/m³","TH"
"9319","2022-10-05T23:00:00-04:00","Sandersville",12.5,"µg/m³","US"
"9320","2022-10-05T23:00:00-04:00","Brunswick",10.7,"µg/m³","US"
"9321","2016-01-30T03:00:00+01:00","Badhoevedorp-Sloterweg",6.78260869565217,"µg/m³","NL"
"9322","2016-01-30T03:00:00+01:00","Wieringerwerf-Medemblikkerweg",4.48979583333333,"µg/m³","NL"
"9323","2016-01-30T03:00:00+01:00","Groningen-Nijensteinheerd",6.30228173913043,"µg/m³","NL"
"9324","2016-01-30T03:00:00+01:00","Nijmegen-Ruyterstraat",5.72102583333333,"µg/m³","NL"
"9325","2022-10-05T21:00:00-06:00","Sheridan PD",8,"µg/m³","US"
"9326","2022-10-06T08:30:00+05:30","Employment Office, Moradabad - UPPCB",13.44,"µg/m³","IN"
"9327","2022-10-05T20:00:00-07:00","Nogales ITN",4.6,"µg/m³","MX"
"9328","2022-10-05T20:00:00-07:00","Stockton - Universit",10,"µg/m³","US"
"9329","2022-10-06T08:30:00+05:30","Dada Peer, Sasaram - BSPCB",16,"µg/m³","IN"
"9330","2022-10-05T20:00:00-07:00","Sunriver Three River",5.8,"µg/m³","US"
"9331","2022-10-05T20:00:00-07:00","Bend Pine Ridge Elem",6.2,"µg/m³","US"
"9332","2022-10-06T08:30:00+05:30","Civic Center, Bhilai - Bhilai Steel Plant",13.78,"µg/m³","IN"
"9333","2022-10-05T23:00:00-04:00","LESTER BUILDING SYST",4,"µg/m³","US"
"9334","2022-10-05T20:00:00-07:00","Bend Ponderosa Eleme",6.8,"µg/m³","US"
"9335","2022-10-05T20:00:00-07:00","Quesnel Johnston Ave",14,"µg/m³","CA"
"9336","2022-10-06T05:00:00+02:00","BELMN01",6.58,"µg/m³","BE"
"9337","2022-10-05T23:00:00-04:00","Sipayik",4,"µg/m³","US"
"9338","2022-10-06T08:30:00+05:30","Central Jail, Buxar - BSPCB",13,"µg/m³","IN"
"9339","2022-10-06T08:30:00+05:30","Chitragupta Nagar, Siwan - BSPCB",14,"µg/m³","IN"
"9340","2022-10-06T08:30:00+05:30","Darshan Nagar, Chhapra - BSPCB",24,"µg/m³","IN"
"9341","2022-10-06T08:30:00+05:30","Mayaganj, Bhagalpur - BSPCB",18,"µg/m³","IN"
"9342","2022-10-06T08:30:00+05:30","Police Line, Saharsa - BSPCB",14,"µg/m³","IN"
"9343","2022-10-06T08:30:00+05:30","DM Office_Kachari Chowk, Bhagalpur - BSPCB",8,"µg/m³","IN"
"9344","2022-10-06T08:30:00+05:30","Kareemganj, Gaya - BSPCB",14,"µg/m³","IN"
"9345","2022-10-06T08:30:00+05:30","Mirchaibari, Katihar - BSPCB",6,"µg/m³","IN"
"9346","2022-10-06T08:30:00+05:30","Dangi Tola, Rajgir - BSPCB",13,"µg/m³","IN"
"9347","2022-10-06T05:00:00+02:00","Kungsgatan, Uppsala",2.1,"µg/m³","SE"
"9348","2022-10-06T05:00:00+02:00","Hamngatan, Linköping",3.5,"µg/m³","SE"
"9349","2022-10-06T05:00:00+02:00","Kungsgatan, Norrköping",2.9,"µg/m³","SE"
"9350","2022-10-06T05:00:00+02:00","Råsndavägen, Solna",2.2,"µg/m³","SE"
"9351","2022-10-06T05:00:00+02:00","St Erikgsgatan",0,"µg/m³","SE"
"9352","2022-10-06T05:00:00+02:00","Tulegatan, Sundbyberg",2.8,"µg/m³","SE"
"9353","2022-10-06T13:00:00+10:00","Brisbane CBD",2.7,"µg/m³","AU"
"9354","2022-10-06T13:00:00+10:00","Mutdapilly",2.7,"µg/m³","AU"
"9355","2022-10-06T13:00:00+10:00","West Mackay",6.1,"µg/m³","AU"
"9356","2022-10-06T13:00:00+10:00","Moranbah (Utah Dr)",4.9,"µg/m³","AU"
"9357","2022-10-06T13:00:00+10:00","Mountain Creek",3.6,"µg/m³","AU"
"9358","2022-10-06T08:30:00+05:30","Buddhi Vihar, Moradabad - UPPCB",11.34,"µg/m³","IN"
"9359","2022-10-06T05:00:00+02:00","FR23178",4,"µg/m³","FR"
"9360","2022-10-06T05:00:00+02:00","FR23003",3.4,"µg/m³","FR"
"9361","2022-10-06T08:30:00+05:30","New DM Office, Arrah - BSPCB",8,"µg/m³","IN"
"9362","2022-10-06T08:30:00+05:30","Kharahiya Basti, Araria - BSPCB",122,"µg/m³","IN"
"9363","2022-10-06T08:30:00+05:30","Jigar Colony, Moradabad - UPPCB",11.48,"µg/m³","IN"
"9364","2022-10-06T00:00:00-03:00","Cuncumen ",12,"µg/m³","CL"
"9365","2022-10-06T00:00:00-03:00","San Carlos",20,"µg/m³","CL"
"9366","2022-10-06T00:00:00-03:00","Hospital el Cobre",15,"µg/m³","CL"
"9367","2022-10-05T22:00:00-05:00","CERES (CRS)",47.54,"µg/m³","PE"
"9368","2022-10-06T05:00:00+02:00","Kamień Pomorski, ul. Szpitalna",7.03116,"µg/m³","PL"
"9369","2022-10-06T05:00:00+02:00","Rudnik nad Sanem, ul. Kończycka",5.32152,"µg/m³","PL"
"9370","2022-10-06T05:00:00+02:00","Pińczów, ul. 1 Maja",24.5,"µg/m³","PL"
"9371","2022-10-06T05:00:00+02:00","Kaziemierza Wielka, ul. Szkolna",19.1,"µg/m³","PL"
"9372","2022-10-06T05:00:00+02:00","Szczytno, ul. Polska",12.622,"µg/m³","PL"
"9373","2022-10-05T23:00:00-04:00","GRAYSON",5,"µg/m³","US"
"9374","2022-10-05T20:00:00-07:00","Big Bear",5.5,"µg/m³","US"
"9375","2022-10-05T23:00:00-04:00","Dover",3.8,"µg/m³","US"
"9376","2022-10-06T05:00:00+02:00","Krapkowice, ul. 3 Maja",4.92285,"µg/m³","PL"
"9377","2022-10-06T05:00:00+02:00","AT30599",8.89999961,"µg/m³","AT"
"9378","2022-10-05T23:00:00-04:00","Lake Montebello",5,"µg/m³","US"
"9379","2022-10-06T05:00:00+02:00","Działoszyn",7.38438,"µg/m³","CZ"
"9380","2022-10-06T05:00:00+02:00","Jedlina-Zdrój, ul. Piastowska",9.10196,"µg/m³","PL"
"9381","2022-10-06T05:00:00+02:00","Lwówek Śląski, al. Wojska Polskiego",4.1525,"µg/m³","PL"
"9382","2022-10-06T08:30:00+05:30","Eco Herbal Park, Moradabad - UPPCB",10,"µg/m³","IN"
"9383","2022-10-06T05:00:00+02:00","FR04004",4,"µg/m³","FR"
"9384","2022-10-06T06:00:00+03:00","Chisinau",28,"µg/m³","MD"
"9385","2022-10-06T08:30:00+05:30","Rohta, Agra - UPPCB",6.2,"µg/m³","IN"
